state,commodity,modal_price
Haryana,Brinjal,1400.0
Haryana,Capsicum,2200.0
Haryana,Carrot,400.0
Haryana,Guava,3500.0
Haryana,Onion,2000.0
Haryana,Orange,4200.0
Haryana,Pomegranate,5500.0
Haryana,Pumpkin,1200.0
Haryana,Raddish,200.0
Haryana,Spinach,500.0
Haryana,Sweet Potato,1500.0
Haryana,Turnip,600.0
Haryana,Water Melon,1700.0
Haryana,Chikoos(Sapota),2000.0
Haryana,Ginger(Dry),2800.0
Haryana,Guava,2500.0
Haryana,Peas Wet,2000.0
Haryana,Pomegranate,4000.0
Haryana,Green Chilli,3000.0
Haryana,Ber(Zizyphus/Borehannu),1500.0
Haryana,Bottle Gourd,600.0
Haryana,Pumpkin,600.0
Haryana,Cauliflower,650.0
Haryana,Green Chilli,4100.0
Haryana,Methi(Leaves),650.0
Haryana,Peas Wet,1650.0
Haryana,Carrot,900.0
Haryana,Cauliflower,1200.0
Haryana,Grapes,6000.0
Haryana,Lemon,5000.0
Haryana,Methi(Leaves),1500.0
Haryana,Onion,3200.0
Haryana,Orange,3000.0
Haryana,Pumpkin,2000.0
Haryana,Cotton,5100.0
Haryana,Banana,1800.0
Haryana,Cabbage,400.0
Haryana,Ginger(Green),3400.0
Haryana,Green Peas,1400.0
Haryana,Lemon,2700.0
Haryana,Pomegranate,6500.0
Haryana,Grapes,3000.0
Haryana,Banana,3000.0
Haryana,Cabbage,800.0
Haryana,Cauliflower,500.0
Haryana,Cucumbar(Kheera),2500.0
Haryana,French Beans (Frasbean),3500.0
Haryana,Ginger(Green),4500.0
Haryana,Grapes,5500.0
Haryana,Kinnow,1800.0
Haryana,Lemon,5500.0
Haryana,Methi(Leaves),800.0
Haryana,Onion,2300.0
Haryana,Banana,2800.0
Haryana,Ginger(Green),5000.0
Haryana,Kinnow,1500.0
Haryana,Peas Wet,1000.0
Haryana,Cauliflower,420.0
Haryana,Ginger(Dry),3200.0
Haryana,Indian Colza(Sarson),500.0
Haryana,Methi(Leaves),730.0
Haryana,Peas Wet,1600.0
Haryana,Potato,420.0
Haryana,Raddish,350.0
Haryana,Spinach,300.0
Haryana,Tomato,880.0
Haryana,Apple,8000.0
Haryana,Kinnow,3200.0
Haryana,Onion,3000.0
Haryana,Peas Wet,2100.0
Haryana,Pomegranate,6600.0
Haryana,Cabbage,1500.0
Haryana,Cucumbar(Kheera),1400.0
Haryana,Onion,3500.0
Haryana,Peas Wet,2500.0
Haryana,Tomato,1500.0
Haryana,Apple,5300.0
Haryana,Banana,1400.0
Haryana,Cabbage,1200.0
Haryana,Chikoos(Sapota),4000.0
Haryana,Colacasia,3300.0
Haryana,French Beans (Frasbean),3800.0
Haryana,Ginger(Dry),3800.0
Haryana,Grapes,5800.0
Haryana,Green Chilli,2000.0
Haryana,Kinnow,3000.0
Haryana,Pomegranate,6000.0
Haryana,Sweet Potato,2600.0
Haryana,Tomato,2000.0
Haryana,Turnip,1000.0
Himachal Pradesh,Banana,2600.0
Himachal Pradesh,Bitter Gourd,1500.0
Himachal Pradesh,Cabbage,800.0
Himachal Pradesh,Capsicum,3200.0
Himachal Pradesh,Carrot,850.0
Himachal Pradesh,Cauliflower,1000.0
Himachal Pradesh,Coriander(Leaves),1100.0
Himachal Pradesh,Cucumbar(Kheera),2100.0
Himachal Pradesh,French Beans (Frasbean),4600.0
Himachal Pradesh,Ginger(Green),2700.0
Himachal Pradesh,Grapes,5500.0
Himachal Pradesh,Green Chilli,3100.0
Himachal Pradesh,Kinnow,2900.0
Himachal Pradesh,Mashrooms,9000.0
Himachal Pradesh,Methi(Leaves),1500.0
Himachal Pradesh,Onion,2300.0
Himachal Pradesh,Potato,550.0
Himachal Pradesh,Raddish,600.0
Himachal Pradesh,Spinach,600.0
Himachal Pradesh,Tomato,1300.0
Himachal Pradesh,Apple,8500.0
Himachal Pradesh,Banana,3700.0
Himachal Pradesh,Ber(Zizyphus/Borehannu),3250.0
Himachal Pradesh,Bottle Gourd,1900.0
Himachal Pradesh,Brinjal,2100.0
Himachal Pradesh,Cabbage,900.0
Himachal Pradesh,Capsicum,4250.0
Himachal Pradesh,Carrot,900.0
Himachal Pradesh,Cauliflower,1100.0
Himachal Pradesh,Chikoos(Sapota),4250.0
Himachal Pradesh,Coriander(Leaves),2500.0
Himachal Pradesh,Elephant Yam (Suran),3350.0
Himachal Pradesh,French Beans (Frasbean),4500.0
Himachal Pradesh,Garlic,4000.0
Himachal Pradesh,Ginger(Green),3750.0
Himachal Pradesh,Grapes,7500.0
Himachal Pradesh,Green Chilli,6250.0
Himachal Pradesh,Guava,6500.0
Himachal Pradesh,Kinnow,3250.0
Himachal Pradesh,Lemon,3000.0
Himachal Pradesh,Mousambi(Sweet Lime),4250.0
Himachal Pradesh,Onion,2700.0
Himachal Pradesh,Papaya,3250.0
Himachal Pradesh,Peas Wet,2000.0
Himachal Pradesh,Pomegranate,7750.0
Himachal Pradesh,Potato,600.0
Himachal Pradesh,Raddish,900.0
Himachal Pradesh,Spinach,800.0
Himachal Pradesh,Tomato,1800.0
Himachal Pradesh,Turnip,900.0
Himachal Pradesh,Ber(Zizyphus/Borehannu),3500.0
Himachal Pradesh,Bottle Gourd,2000.0
Himachal Pradesh,Carrot,1000.0
Himachal Pradesh,Chikoos(Sapota),4500.0
Himachal Pradesh,Garlic,4200.0
Himachal Pradesh,Onion,2650.0
Himachal Pradesh,Raddish,1000.0
Himachal Pradesh,Banana,2500.0
Himachal Pradesh,Ber(Zizyphus/Borehannu),2350.0
Himachal Pradesh,Bhindi(Ladies Finger),5750.0
Himachal Pradesh,Bottle Gourd,2300.0
Himachal Pradesh,Brinjal,1900.0
Himachal Pradesh,Cabbage,1150.0
Himachal Pradesh,Carrot,950.0
Himachal Pradesh,Cauliflower,1200.0
Himachal Pradesh,Cucumbar(Kheera),2300.0
Himachal Pradesh,French Beans (Frasbean),4750.0
Himachal Pradesh,Ginger(Green),4250.0
Himachal Pradesh,Grapes,5750.0
Himachal Pradesh,Green Chilli,5750.0
Himachal Pradesh,Guava,6250.0
Himachal Pradesh,Kinnow,2400.0
Himachal Pradesh,Lemon,3750.0
Himachal Pradesh,Mashrooms,10500.0
Himachal Pradesh,Mousambi(Sweet Lime),4100.0
Himachal Pradesh,Onion,2550.0
Himachal Pradesh,Papaya,3100.0
Himachal Pradesh,Peas Cod,1700.0
Himachal Pradesh,Pine Apple,2750.0
Himachal Pradesh,Pomegranate,6750.0
Himachal Pradesh,Potato,450.0
Himachal Pradesh,Pumpkin,1900.0
Himachal Pradesh,Raddish,650.0
Himachal Pradesh,Spinach,550.0
Himachal Pradesh,Banana,2490.0
Himachal Pradesh,Bhindi(Ladies Finger),5800.0
Himachal Pradesh,Brinjal,2300.0
Himachal Pradesh,Cabbage,1200.0
Himachal Pradesh,Capsicum,4300.0
Himachal Pradesh,Carrot,1250.0
Himachal Pradesh,Cauliflower,1300.0
Himachal Pradesh,Coriander(Leaves),1500.0
Himachal Pradesh,Cucumbar(Kheera),2900.0
Himachal Pradesh,French Beans (Frasbean),5300.0
Himachal Pradesh,Garlic,4800.0
Himachal Pradesh,Grapes,9500.0
Himachal Pradesh,Green Chilli,5900.0
Himachal Pradesh,Guava,5650.0
Himachal Pradesh,Kinnow,3300.0
Himachal Pradesh,Lemon,3800.0
Himachal Pradesh,Onion,3100.0
Himachal Pradesh,Papaya,2900.0
Himachal Pradesh,Peas Wet,2250.0
Himachal Pradesh,Potato,650.0
Himachal Pradesh,Pumpkin,2300.0
Himachal Pradesh,Raddish,800.0
Himachal Pradesh,Spinach,1300.0
Himachal Pradesh,Tomato,1500.0
Himachal Pradesh,Banana,2400.0
Himachal Pradesh,Bhindi(Ladies Finger),4800.0
Himachal Pradesh,Cabbage,1300.0
Himachal Pradesh,Capsicum,3800.0
Himachal Pradesh,Carrot,1200.0
Himachal Pradesh,Cauliflower,1400.0
Himachal Pradesh,Cucumbar(Kheera),1800.0
Himachal Pradesh,French Beans (Frasbean),4900.0
Himachal Pradesh,Ginger(Green),4200.0
Himachal Pradesh,Guava,4900.0
Himachal Pradesh,Kinnow,3500.0
Himachal Pradesh,Onion,2800.0
Himachal Pradesh,Spinach,900.0
Himachal Pradesh,Tomato,1400.0
Himachal Pradesh,Turnip,1200.0
Himachal Pradesh,Banana,1900.0
Himachal Pradesh,Bhindi(Ladies Finger),4600.0
Himachal Pradesh,Bottle Gourd,1500.0
Himachal Pradesh,Brinjal,1600.0
Himachal Pradesh,Cabbage,600.0
Himachal Pradesh,Capsicum,3500.0
Himachal Pradesh,Cauliflower,700.0
Himachal Pradesh,Coriander(Leaves),1200.0
Himachal Pradesh,Cucumbar(Kheera),1600.0
Himachal Pradesh,Garlic,3700.0
Himachal Pradesh,Green Chilli,4200.0
Himachal Pradesh,Lemon,3500.0
Himachal Pradesh,Onion,2500.0
Himachal Pradesh,Peas Wet,1800.0
Himachal Pradesh,Pomegranate,7000.0
Himachal Pradesh,Potato,500.0
Himachal Pradesh,Spinach,500.0
Himachal Pradesh,Tomato,1200.0
Himachal Pradesh,Turnip,500.0
Himachal Pradesh,Cabbage,700.0
Himachal Pradesh,Carrot,700.0
Himachal Pradesh,Cauliflower,500.0
Himachal Pradesh,Coriander(Leaves),900.0
Himachal Pradesh,Leafy Vegetable,700.0
Himachal Pradesh,Peas Wet,1900.0
Himachal Pradesh,Spinach,400.0
Himachal Pradesh,Banana,3800.0
Himachal Pradesh,Bottle Gourd,2100.0
Himachal Pradesh,Capsicum,3300.0
Himachal Pradesh,Cauliflower,600.0
Himachal Pradesh,Coriander(Leaves),1300.0
Himachal Pradesh,Cucumbar(Kheera),2500.0
Himachal Pradesh,Ginger(Green),2800.0
Himachal Pradesh,Grapes,5000.0
Himachal Pradesh,Green Chilli,6000.0
Himachal Pradesh,Kinnow,2300.0
Himachal Pradesh,Papaya,2300.0
Himachal Pradesh,Pomegranate,5800.0
Himachal Pradesh,Raddish,500.0
Himachal Pradesh,Papaya,3200.0
Himachal Pradesh,Turnip,700.0
Jammu and Kashmir,Banana,2750.0
Jammu and Kashmir,Bhindi(Ladies Finger),4250.0
Jammu and Kashmir,Brinjal,1550.0
Jammu and Kashmir,Cabbage,950.0
Jammu and Kashmir,Capsicum,2900.0
Jammu and Kashmir,Carrot,850.0
Jammu and Kashmir,Cauliflower,1250.0
Jammu and Kashmir,Cucumbar(Kheera),2100.0
Jammu and Kashmir,Green Chilli,4900.0
Jammu and Kashmir,Indian Beans (Seam),4100.0
Jammu and Kashmir,Knool Khol,1050.0
Jammu and Kashmir,Onion,2750.0
Jammu and Kashmir,Papaya,4100.0
Jammu and Kashmir,Peas Wet,1750.0
Jammu and Kashmir,Potato,450.0
Jammu and Kashmir,Raddish,1050.0
Jammu and Kashmir,Spinach,1250.0
Jammu and Kashmir,Tomato,2250.0
Jammu and Kashmir,Turnip,750.0
Jammu and Kashmir,Apple,4050.0
Jammu and Kashmir,Banana,2500.0
Jammu and Kashmir,Bhindi(Ladies Finger),2300.0
Jammu and Kashmir,Bitter Gourd,3900.0
Jammu and Kashmir,Bottle Gourd,1050.0
Jammu and Kashmir,Brinjal,1150.0
Jammu and Kashmir,Cabbage,850.0
Jammu and Kashmir,Capsicum,1950.0
Jammu and Kashmir,Carrot,750.0
Jammu and Kashmir,Cauliflower,950.0
Jammu and Kashmir,Coriander(Leaves),1550.0
Jammu and Kashmir,Garlic,2900.0
Jammu and Kashmir,Ginger(Dry),2700.0
Jammu and Kashmir,Green Chilli,2450.0
Jammu and Kashmir,Indian Beans (Seam),1900.0
Jammu and Kashmir,Kinnow,2500.0
Jammu and Kashmir,Knool Khol,450.0
Jammu and Kashmir,Lotus Sticks,6500.0
Jammu and Kashmir,Mashrooms,8000.0
Jammu and Kashmir,Onion,2550.0
Jammu and Kashmir,Orange,4500.0
Jammu and Kashmir,Papaya,1900.0
Jammu and Kashmir,Peas Wet,1250.0
Jammu and Kashmir,Pomegranate,6500.0
Jammu and Kashmir,Potato,550.0
Jammu and Kashmir,Raddish,550.0
Jammu and Kashmir,Tomato,1150.0
Jammu and Kashmir,Turnip,500.0
Jharkhand,Arhar (Tur/Red Gram),6150.0
Jharkhand,Bengal Gram(Gram),5800.0
Jharkhand,Gur(Jaggery),4250.0
Jharkhand,Mahua,2145.0
Jharkhand,Mustard,6350.0
Jharkhand,Mustard Oil,10200.0
Jharkhand,Rice,2650.0
Jharkhand,Sugar,4265.0
Jharkhand,Wheat,2100.0
Jharkhand,Wheat Atta,2350.0
Jharkhand,Apple,7500.0
Jharkhand,Bengal Gram Dal (Chana Dal),5470.0
Jharkhand,Masur Dal,4470.0
Jharkhand,Mustard Oil,10825.0
Jharkhand,Onion,3320.0
Jharkhand,Potato,925.0
Jharkhand,Rice,3875.0
Jharkhand,Wheat,2145.0
Jharkhand,Wheat Atta,2140.0
Jharkhand,Apple,6700.0
Jharkhand,Apple,5500.0
Jharkhand,Apple,4300.0
Jharkhand,Arhar Dal(Tur Dal),6700.0
Jharkhand,Arhar (Tur/Red Gram),5450.0
Jharkhand,Beans,3250.0
Jharkhand,Bhindi(Ladies Finger),3500.0
Jharkhand,Brinjal,2750.0
Jharkhand,Cabbage,3750.0
Jharkhand,Carrot,2250.0
Jharkhand,Cauliflower,2750.0
Jharkhand,Lentil(Masur),3950.0
Jharkhand,Onion,4250.0
Jharkhand,Paddy(Dhan),1550.0
Jharkhand,Peas Wet,2750.0
Jharkhand,Potato,1100.0
Jharkhand,Pumpkin,2750.0
Jharkhand,Rice,3900.0
Jharkhand,Sugar,4400.0
Jharkhand,Tomato,2500.0
Jharkhand,Wheat,1625.0
Jharkhand,Bengal Gram(Gram),7895.0
Jharkhand,Onion,2850.0
Jharkhand,Potato,900.0
Jharkhand,Tomato,800.0
Jharkhand,Wheat Atta,2520.0
Jharkhand,Arhar (Tur/Red Gram),6000.0
Jharkhand,Brinjal,1200.0
Jharkhand,Cabbage,1900.0
Jharkhand,Capsicum,4500.0
Jharkhand,Cauliflower,1600.0
Jharkhand,Dalda,7200.0
Jharkhand,Green Chilli,3800.0
Jharkhand,Mahua,3200.0
Jharkhand,Maize,1425.0
Jharkhand,Mustard Oil,9600.0
Jharkhand,Onion,3700.0
Jharkhand,Paddy(Dhan),1610.0
Jharkhand,Paddy(Dhan),1570.0
Jharkhand,Potato,1150.0
Jharkhand,Pumpkin,1400.0
Jharkhand,Raddish,1100.0
Jharkhand,Rice,2500.0
Jharkhand,Rice,3000.0
Jharkhand,Rice,2000.0
Jharkhand,Sugar,4000.0
Jharkhand,Tomato,900.0
Jharkhand,Wheat,1800.0
Jharkhand,Wheat,2700.0
Jharkhand,Wheat Atta,2500.0
Jharkhand,Arhar (Tur/Red Gram),7400.0
Jharkhand,Brinjal,1600.0
Jharkhand,Maize,1526.0
Jharkhand,Mustard Oil,9884.0
Jharkhand,Paddy(Dhan),1600.0
Jharkhand,Potato,650.0
Jharkhand,Rice,3500.0
Jharkhand,Sugar,4300.0
Jharkhand,Arhar Dal(Tur Dal),7300.0
Jharkhand,Bengal Gram Dal (Chana Dal),7900.0
Jharkhand,Dalda,6870.0
Jharkhand,Maida Atta,2500.0
Jharkhand,Masur Dal,7000.0
Jharkhand,Mustard Oil,10600.0
Jharkhand,Onion,3500.0
Jharkhand,Potato,1250.0
Jharkhand,Rice,2700.0
Jharkhand,Soji,2580.0
Jharkhand,Wheat,1950.0
Jharkhand,Wheat Atta,2400.0
Jharkhand,Arhar Dal(Tur Dal),7500.0
Jharkhand,Maida Atta,2450.0
Jharkhand,Masur Dal,7250.0
Jharkhand,Mustard Oil,10650.0
Jharkhand,Onion,3600.0
Jharkhand,Rice,2550.0
Jharkhand,Soji,2450.0
Jharkhand,Wheat,2050.0
Jharkhand,Arhar (Tur/Red Gram),6600.0
Jharkhand,Brinjal,3600.0
Jharkhand,Cabbage,3000.0
Jharkhand,Cauliflower,3000.0
Jharkhand,Dalda,6600.0
Jharkhand,Gur(Jaggery),3900.0
Jharkhand,Lentil(Masur),6300.0
Jharkhand,Mahua,2000.0
Jharkhand,Mustard Oil,9900.0
Jharkhand,Onion,4500.0
Jharkhand,Potato,1200.0
Jharkhand,Pumpkin,3300.0
Jharkhand,Rice,2300.0
Jharkhand,Rice,2100.0
Jharkhand,Sugar,4200.0
Jharkhand,Tomato,2000.0
Karnataka,Bajra(Pearl Millet/Cumbu),1070.0
Karnataka,Green Gram (Moong),5500.0
Karnataka,Maize,1100.0
Karnataka,Barley (Jau),1550.0
Karnataka,Gur(Jaggery),3213.0
Karnataka,Maize,1150.0
Karnataka,Alasande Gram,5500.0
Karnataka,Arhar Dal(Tur Dal),6250.0
Karnataka,Bajra(Pearl Millet/Cumbu),1825.0
Karnataka,Bengal Gram Dal (Chana Dal),5250.0
Karnataka,Bengal Gram(Gram),4400.0
Karnataka,Black Gram Dal (Urd Dal),6250.0
Karnataka,Chennangi Dal,5050.0
Karnataka,Coconut,20000.0
Karnataka,Corriander Seed,8000.0
Karnataka,Dry Chillies,7750.0
Karnataka,Dry Chillies,10400.0
Karnataka,Garlic,2600.0
Karnataka,Ginger(Green),1850.0
Karnataka,Green Gram (Moong),6700.0
Karnataka,Green Gram Dal (Moong Dal),6800.0
Karnataka,Green Peas,4350.0
Karnataka,Ground Nut Seed,7500.0
Karnataka,Groundnut,4650.0
Karnataka,Gur(Jaggery),4800.0
Karnataka,Jowar(Sorghum),2200.0
Karnataka,Kulthi(Horse Gram),3900.0
Karnataka,Maize,1750.0
Karnataka,Methi Seeds,4750.0
Karnataka,Mustard,5300.0
Karnataka,Onion,1800.0
Karnataka,Onion,1950.0
Karnataka,Potato,1350.0
Karnataka,Potato,1150.0
Karnataka,Ragi (Finger Millet),2900.0
Karnataka,Rice,4400.0
Karnataka,Tamarind Fruit,11000.0
Karnataka,Wheat,2800.0
Karnataka,Alsandikai,1900.0
Karnataka,Apple,7500.0
Karnataka,Banana,2950.0
Karnataka,Banana,1150.0
Karnataka,Banana,1450.0
Karnataka,Banana,1100.0
Karnataka,Banana - Green,1400.0
Karnataka,Beans,1600.0
Karnataka,Beetroot,900.0
Karnataka,Bhindi(Ladies Finger),1800.0
Karnataka,Bitter Gourd,1200.0
Karnataka,Borehannu,600.0
Karnataka,Bottle Gourd,900.0
Karnataka,Brinjal,1000.0
Karnataka,Bunch Beans,2200.0
Karnataka,Cabbage,450.0
Karnataka,Capsicum,2000.0
Karnataka,Carrot,1200.0
Karnataka,Cauliflower,1200.0
Karnataka,Chapparad Avare,1500.0
Karnataka,Chikoos(Sapota),1800.0
Karnataka,Cucumbar(Kheera),1000.0
Karnataka,Drumstick,8000.0
Karnataka,Ginger(Green),2200.0
Karnataka,Grapes,2000.0
Karnataka,Green Chilli,1800.0
Karnataka,Karbuja(Musk Melon),1200.0
Karnataka,Knool Khol,1100.0
Karnataka,Lime,1800.0
Karnataka,Mousambi(Sweet Lime),3500.0
Karnataka,Orange,3500.0
Karnataka,Papaya,1200.0
Karnataka,Peas Wet,3200.0
Karnataka,Pine Apple,1800.0
Karnataka,Pomegranate,7000.0
Karnataka,Raddish,1100.0
Karnataka,Ridgeguard(Tori),1800.0
Karnataka,Seemebadnekai,900.0
Karnataka,Snakeguard,900.0
Karnataka,Thondekai,1200.0
Karnataka,Tomato,900.0
Karnataka,Water Melon,900.0
Karnataka,White Pumpkin,1000.0
Karnataka,Beans,1800.0
Karnataka,Beetroot,1100.0
Karnataka,Bhindi(Ladies Finger),1000.0
Karnataka,Bitter Gourd,1400.0
Karnataka,Brinjal,600.0
Karnataka,Carrot,1500.0
Karnataka,Cucumbar(Kheera),900.0
Karnataka,Ginger(Green),2600.0
Karnataka,Green Avare (W),2200.0
Karnataka,Green Chilli,1400.0
Karnataka,Knool Khol,800.0
Karnataka,Raddish,500.0
Karnataka,Ridgeguard(Tori),1000.0
Karnataka,Seemebadnekai,800.0
Karnataka,Tomato,400.0
Karnataka,She Buffalo,40000.0
Karnataka,Cow,42000.0
Karnataka,Maize,1200.0
Karnataka,Ox,25000.0
Karnataka,She Buffalo,45000.0
Karnataka,Sheep,4800.0
Karnataka,Alasande Gram,4562.0
Karnataka,Arhar (Tur/Red Gram),3913.0
Karnataka,Bajra(Pearl Millet/Cumbu),1338.0
Karnataka,Bengal Gram(Gram),3727.0
Karnataka,Cotton,3513.0
Karnataka,Foxtail Millet(Navane),1410.0
Karnataka,Groundnut,3959.0
Karnataka,Jowar(Sorghum),1274.0
Karnataka,Kulthi(Horse Gram),3107.0
Karnataka,Maize,1170.0
Karnataka,Maize,2719.0
Karnataka,Groundnut,3715.0
Karnataka,Sunflower,3203.0
Karnataka,Arhar (Tur/Red Gram),4205.0
Karnataka,Bengal Gram(Gram),3650.0
Karnataka,Bengal Gram(Gram),7611.0
Karnataka,Black Gram (Urd Beans),2800.0
Karnataka,Green Gram (Moong),4680.0
Karnataka,Jowar(Sorghum),3000.0
Karnataka,Rice,2400.0
Karnataka,Rice,4300.0
Karnataka,Soyabean,3525.0
Karnataka,Wheat,2400.0
Karnataka,Arhar (Tur/Red Gram),3700.0
Karnataka,Bengal Gram(Gram),3881.0
Karnataka,Cotton,4563.0
Karnataka,Gur(Jaggery),2570.0
Karnataka,Banana - Green,1600.0
Karnataka,Beans,1200.0
Karnataka,Beetroot,250.0
Karnataka,Brinjal,350.0
Karnataka,Cabbage,300.0
Karnataka,Carrot,1000.0
Karnataka,Cauliflower,250.0
Karnataka,Green Chilli,1000.0
Karnataka,Raddish,200.0
Karnataka,Ridgeguard(Tori),400.0
Karnataka,Tomato,200.0
Karnataka,Gur(Jaggery),3350.0
Karnataka,Kulthi(Horse Gram),3050.0
Karnataka,Rice,2650.0
Karnataka,Tamarind Fruit,2000.0
Karnataka,Maize,1289.0
Karnataka,Rice,2250.0
Karnataka,Beans,1480.0
Karnataka,Beetroot,869.0
Karnataka,Bhindi(Ladies Finger),1428.0
Karnataka,Bottle Gourd,869.0
Karnataka,Cabbage,769.0
Karnataka,Cauliflower,593.0
Karnataka,Cucumbar(Kheera),600.0
Karnataka,Green Chilli,1405.0
Karnataka,Knool Khol,833.0
Karnataka,Onion,2142.0
Karnataka,Paddy(Dhan),1911.0
Karnataka,Potato,1000.0
Karnataka,Raddish,857.0
Karnataka,Ridgeguard(Tori),1739.0
Karnataka,Thondekai,1250.0
Karnataka,Tomato,498.0
Karnataka,Ginger(Green),1000.0
Karnataka,Groundnut,3858.0
Karnataka,Maize,1152.0
Karnataka,Arecanut(Betelnut/Supari),36510.0
Karnataka,Arecanut(Betelnut/Supari),22239.0
Karnataka,Arecanut(Betelnut/Supari),18300.0
Karnataka,Arecanut(Betelnut/Supari),36079.0
Karnataka,Arhar (Tur/Red Gram),3675.0
Karnataka,Avare Dal,4013.0
Karnataka,Bengal Gram(Gram),3928.0
Karnataka,Groundnut,3940.0
Karnataka,Safflower,3201.0
Karnataka,Sunflower,3138.0
Karnataka,Maize,1161.0
Karnataka,Arecanut(Betelnut/Supari),35500.0
Karnataka,Arhar (Tur/Red Gram),3558.0
Karnataka,Coconut,13250.0
Karnataka,Cotton,4409.0
Karnataka,Green Chilli,1350.0
Karnataka,Maize,1139.0
Karnataka,Onion,1550.0
Karnataka,Ragi (Finger Millet),1846.0
Karnataka,Sunflower,3060.0
Karnataka,Tomato,140.0
Karnataka,Paddy(Dhan),2500.0
Karnataka,Beans,1300.0
Karnataka,Beetroot,450.0
Karnataka,Bhindi(Ladies Finger),1400.0
Karnataka,Brinjal,500.0
Karnataka,Cabbage,400.0
Karnataka,Cucumbar(Kheera),700.0
Karnataka,Green Chilli,1450.0
Karnataka,Maize,1130.0
Karnataka,Paddy(Dhan),2400.0
Karnataka,Tomato,300.0
Karnataka,Cotton,4725.0
Karnataka,Bengal Gram(Gram),3669.0
Karnataka,Black Gram (Urd Beans),3022.0
Karnataka,Cotton,4651.0
Karnataka,Dry Chillies,5200.0
Karnataka,Groundnut,2839.0
Karnataka,Jowar(Sorghum),1121.0
Karnataka,Onion,950.0
Karnataka,Onion,1650.0
Karnataka,Onion,1050.0
Karnataka,Potato,800.0
Karnataka,Sunflower,2911.0
Karnataka,Wheat,1211.0
Karnataka,Maize,1120.0
Karnataka,Paddy(Dhan),1600.0
Karnataka,Soyabean,3150.0
Karnataka,Arhar (Tur/Red Gram),3076.0
Karnataka,Bengal Gram(Gram),3788.0
Karnataka,Coriander(Leaves),6203.0
Karnataka,Cotton,4584.0
Karnataka,Cummin Seed(Jeera),5024.0
Karnataka,Green Gram (Moong),5686.0
Karnataka,Groundnut,2987.0
Karnataka,Groundnut,3183.0
Karnataka,Jowar(Sorghum),1669.0
Karnataka,Kulthi(Horse Gram),3289.0
Karnataka,Maize,1097.0
Karnataka,Safflower,3208.0
Karnataka,Sunflower,3235.0
Karnataka,Wheat,2518.0
Karnataka,Alasande Gram,5110.0
Karnataka,Arhar (Tur/Red Gram),3516.0
Karnataka,Bengal Gram(Gram),3766.0
Karnataka,Corriander Seed,4952.0
Karnataka,Green Gram (Moong),5328.0
Karnataka,Groundnut,3261.0
Karnataka,Groundnut,3278.0
Karnataka,Jowar(Sorghum),1151.0
Karnataka,Kulthi(Horse Gram),2937.0
Karnataka,Sunflower,3199.0
Karnataka,Arhar (Tur/Red Gram),3376.0
Karnataka,Bengal Gram(Gram),3806.0
Karnataka,Groundnut,3439.0
Karnataka,Maize,1088.0
Karnataka,Sajje,1064.0
Karnataka,Sunflower,3319.0
Karnataka,Bengal Gram(Gram),3741.0
Karnataka,Maize,1180.0
Karnataka,Alasande Gram,5145.0
Karnataka,Arhar (Tur/Red Gram),3336.0
Karnataka,Bajra(Pearl Millet/Cumbu),1066.0
Karnataka,Bengal Gram(Gram),3790.0
Karnataka,Groundnut,3024.0
Karnataka,Maize,1128.0
Karnataka,Arhar (Tur/Red Gram),4200.0
Karnataka,Bengal Gram(Gram),3600.0
Karnataka,Arhar (Tur/Red Gram),4157.0
Karnataka,Bajra(Pearl Millet/Cumbu),1126.0
Karnataka,Bengal Gram(Gram),3743.0
Karnataka,Black Gram (Urd Beans),3354.0
Karnataka,Green Gram (Moong),4675.0
Karnataka,Gur(Jaggery),3050.0
Karnataka,Jowar(Sorghum),2425.0
Karnataka,Rice,2100.0
Karnataka,Rice,4100.0
Karnataka,Safflower,3315.0
Karnataka,"Sesamum(Sesame,Gingelly,Til)",6662.0
Karnataka,Soyabean,3515.0
Karnataka,Sunflower,3244.0
Karnataka,Arhar (Tur/Red Gram),3965.0
Karnataka,Groundnut,3920.0
Karnataka,Copra,12739.0
Karnataka,Dry Chillies,14551.0
Karnataka,Dry Chillies,4519.0
Karnataka,Dry Chillies,13669.0
Karnataka,Paddy(Dhan),1700.0
Karnataka,Cotton,4590.0
Karnataka,Maize,1080.0
Karnataka,Arecanut(Betelnut/Supari),15749.0
Karnataka,Arecanut(Betelnut/Supari),10900.0
Karnataka,Arecanut(Betelnut/Supari),14000.0
Karnataka,Arecanut(Betelnut/Supari),20339.0
Karnataka,Paddy(Dhan),1800.0
Karnataka,Arecanut(Betelnut/Supari),17929.0
Karnataka,Arecanut(Betelnut/Supari),15849.0
Karnataka,Arecanut(Betelnut/Supari),11709.0
Karnataka,Arecanut(Betelnut/Supari),22069.0
Karnataka,Arecanut(Betelnut/Supari),16399.0
Karnataka,Arecanut(Betelnut/Supari),16699.0
Karnataka,Arecanut(Betelnut/Supari),19889.0
Karnataka,Arecanut(Betelnut/Supari),35469.0
Karnataka,Arecanut(Betelnut/Supari),21699.0
Karnataka,Arecanut(Betelnut/Supari),26899.0
Karnataka,Black Pepper,41489.0
Karnataka,Arecanut(Betelnut/Supari),28929.0
Karnataka,Arecanut(Betelnut/Supari),16794.0
Karnataka,Arecanut(Betelnut/Supari),15980.0
Karnataka,Arecanut(Betelnut/Supari),19266.0
